streaming_log,mos,individual_scores,abr,content,encoding_profile,device,trace
0487.csv,74.478,[95 85 76 83 90 91 82 78 90 81 63 81 41 70 68 85 97 70 91 38 55 40 63 81 80 60 91 77 93 24 66 69],BufferOccupancy,nature,HEVC,hdtv,1
0488.csv,69.961,[90 50 82 53 88 80 84 47 71 39 74 62 85 70 78 62 82 70 96 57 62 70 37 75 75 31 80 59 91 77 85 59],BufferOccupancy,nature,HEVC,hdtv,2
0489.csv,73.594,[95 41 86 57 92 85 75 67 78 72 64 77 62 65 62 81 96 50 96 78 62 75 80 50 65 50 86 64 87 78 72 94],BufferOccupancy,nature,HEVC,hdtv,3
0490.csv,76.207,[90 64 69 52 73 89 86 35 92 58 27 95 100 100 80 68 98 60 94 86 59 70 83 50 75 29 85 78 87 67 63 85],BufferOccupancy,nature,HEVC,hdtv,4
0491.csv,75.291,[95 64 71 70 93 84 63 66 85 84 59 96 50 75 85 84 97 85 66 89 72 60 71 73 76 21 75 93 90 72 71 85],BufferOccupancy,nature,HEVC,hdtv,5
0492.csv,74.886,[80 64 74 83 89 90 59 68 96 73 59 58 70 80 70 72 93 50 69 94 91 65 76 78 66 39 81 81 92 62 82 68],BufferOccupancy,nature,HEVC,hdtv,6
0493.csv,67.199,[85 73 69 58 83 91 75 71 79 61 65 65 40 80 70 29 86 60 58 58 68 65 90 81 65 75 74 40 85 37 50 53],BufferOccupancy,nature,HEVC,hdtv,7
0494.csv,70.447,[94 74 73 64 78 92 38 60 79 63 69 28 88 75 60 68 92 90 54 43 70 65 81 50 76 43 88 68 95 72 66 73],BufferOccupancy,nature,HEVC,hdtv,8
0495.csv,67.345,[85 76 50 75 50 83 62 65 84 79 70 90 71 60 70 42 90 85 40 21 38 65 65 34 88 75 80 36 90 74 63 82],BufferOccupancy,nature,HEVC,hdtv,9
0496.csv,71.552,[50 79 79 73 100 81 50 76 41 85 88 87 77 65 81 95 79 77 86 34 96 81 90 61 77 16 67 72 81],BufferOccupancy,nature,HEVC,phone,1
0497.csv,70.215,[71 81 75 94 89 30 50 75 30 62 77 65 38 84 75 83 67 72 77 65 95 86 91 74 88 73 43 50 56],BufferOccupancy,nature,HEVC,phone,2
0498.csv,72.756,[43 78 80 94 87 72 64 80 46 85 91 81 46 89 79 94 79 76 70 29 97 75 86 77 79 38 43 59 83],BufferOccupancy,nature,HEVC,phone,3
0499.csv,68.919,[73 80 77 75 90 60 50 79 50 75 70 53 64 71 73 89 89 54 85 50 72 55 87 50 94 67 43 45 83],BufferOccupancy,nature,HEVC,phone,4
0500.csv,75.766,[70 78 78 73 87 83 60 87 37 75 75 81 59 67 65 93 92 82 71 38 100 37 88 72 90 68 74 51 66],BufferOccupancy,nature,HEVC,phone,5
0501.csv,72.742,[66 91 90 99 97 63 50 84 60 90 53 65 61 50 59 96 78 66 88 60 80 32 87 75 85 69 63 67 64],BufferOccupancy,nature,HEVC,phone,6
0502.csv,69.560,[61 82 84 60 73 64 60 79 31 60 77 64 45 61 39 98 74 77 77 60 72 100 83 92 88 57 65 40 80],BufferOccupancy,nature,HEVC,phone,7
0503.csv,71.489,[35 72 81 91 89 69 55 82 35 80 70 80 61 50 67 92 90 80 80 32 76 88 80 82 88 65 63 62 61],BufferOccupancy,nature,HEVC,phone,8
0504.csv,65.422,[61 80 75 70 80 59 63 82 43 65 90 61 66 58 30 88 79 67 82 34 74 74 50 86 82 42 36 63 91],BufferOccupancy,nature,HEVC,phone,9
0505.csv,76.319,[70 82 99 79 50 79 70 50 80 80 71 87 81 85 67 57 100 100 73 100 77 63 91 91 73 76 67 28 75 98 86],BufferOccupancy,nature,HEVC,uhdtv,1
0506.csv,77.293,[80 80 100 83 86 84 85 81 75 80 83 81 89 40 75 64 84 83 45 89 89 67 72 73 70 88 83 74 60 93 80],BufferOccupancy,nature,HEVC,uhdtv,2
0507.csv,79.551,[79 85 90 80 79 87 80 83 85 80 80 92 80 83 68 61 93 70 60 100 71 93 97 85 50 78 67 50 65 77 85],BufferOccupancy,nature,HEVC,uhdtv,3
0508.csv,77.326,[73 95 100 81 70 80 86 67 90 100 40 94 70 78 75 54 78 82 50 86 68 77 100 77 70 30 82 73 75 88 35],BufferOccupancy,nature,HEVC,uhdtv,4
0509.csv,81.691,[79 86 83 77 71 96 80 75 86 75 77 90 85 91 67 50 94 100 69 90 81 65 82 76 65 95 72 79 80 100 94],BufferOccupancy,nature,HEVC,uhdtv,5
0510.csv,78.933,[84 85 100 90 81 86 55 88 80 70 69 90 76 91 66 79 87 100 38 83 87 72 73 80 61 80 61 93 65 90 66],BufferOccupancy,nature,HEVC,uhdtv,6
0511.csv,68.785,[71 77 99 85 40 82 68 85 75 45 50 80 61 42 82 76 81 70 53 56 77 69 94 67 55 75 60 80 55 91 62],BufferOccupancy,nature,HEVC,uhdtv,7
0512.csv,76.687,[82 70 85 60 81 89 75 65 80 78 36 81 89 96 68 65 96 81 50 76 91 70 94 71 75 37 70 84 55 96 70],BufferOccupancy,nature,HEVC,uhdtv,8
0513.csv,67.903,[79 82 66 80 20 77 55 68 80 65 67 82 86 80 70 67 92 80 33 76 68 56 84 77 70 79 70 80 80 55 30],BufferOccupancy,nature,HEVC,uhdtv,9
0514.csv,59.118,[65 72 50 77 34 82 23 65 50 62 74 26 45 80 70 75 50 70 71 79 46 40 50 57 50 97 73 37 75 18 50 72],BufferOccupancy,sports,HEVC,hdtv,1
0515.csv,74.895,[65 81 50 72 80 88 59 78 77 79 91 26 62 75 100 62 90 50 82 83 85 65 97 73 70 34 81 73 87 69 59 79],BufferOccupancy,sports,HEVC,hdtv,2
0516.csv,67.963,[80 91 81 72 99 93 59 45 64 91 70 61 66 100 60 81 72 65 92 77 61 35 66 35 65 61 71 32 92 43 39 76],BufferOccupancy,sports,HEVC,hdtv,3
0517.csv,62.659,[80 69 91 50 50 75 23 55 50 62 35 61 50 60 67 92 70 50 84 65 90 40 45 39 60 74 63 60 80 67 56 86],BufferOccupancy,sports,HEVC,hdtv,4
0518.csv,69.856,[85 64 82 58 91 84 73 56 71 85 41 50 41 75 55 71 84 40 93 66 99 60 61 68 70 87 81 62 82 69 60 91],BufferOccupancy,sports,HEVC,hdtv,5
0519.csv,57.270,[57 70 38 64 50 72 41 75 82 58 41 41 45 90 68 62 50 55 58 79 72 25 41 50 57 16 68 42 85 62 39 69],BufferOccupancy,sports,HEVC,hdtv,6
0520.csv,39.352,[14 30 12 80 38 76 3 2 29 44 23 10 41 50 34 20 20 35 56 81 56 40 44 79 39 42 50 56 85 25 43 63],BufferOccupancy,sports,HEVC,hdtv,7
0521.csv,49.645,[50 30 50 44 40 74 50 54 42 78 26 8 40 70 64 27 50 40 64 59 72 40 50 36 42 39 72 22 70 50 70 66],BufferOccupancy,sports,HEVC,hdtv,8
0522.csv,47.628,[45 39 70 67 72 63 15 50 87 40 32 47 75 60 40 37 14 40 28 81 59 35 26 30 45 9 75 74 79 50 41 50],BufferOccupancy,sports,HEVC,hdtv,9
0523.csv,58.777,[72 61 82 50 100 44 50 62 36 75 33 55 53 46 53 90 77 92 40 71 30 35 66 13 82 62 39 61 85],BufferOccupancy,sports,HEVC,phone,1
0524.csv,72.357,[39 79 74 85 96 93 60 67 61 65 70 69 63 66 62 90 73 77 56 64 74 36 87 69 85 80 90 44 70],BufferOccupancy,sports,HEVC,phone,2
0525.csv,73.297,[82 83 90 88 99 95 50 83 77 75 64 76 56 60 45 94 85 97 64 35 76 78 85 50 91 69 65 34 69],BufferOccupancy,sports,HEVC,phone,3
0526.csv,67.746,[49 79 74 60 100 95 50 52 69 80 47 67 43 50 62 85 86 81 57 67 91 28 95 35 73 57 62 55 63],BufferOccupancy,sports,HEVC,phone,4
0527.csv,72.005,[43 79 81 87 85 69 50 83 50 75 85 61 86 74 81 87 70 89 85 64 32 45 76 77 65 29 83 68 82],BufferOccupancy,sports,HEVC,phone,5
0528.csv,65.492,[8 84 82 75 100 76 66 72 60 70 62 78 36 55 78 76 74 68 57 64 40 34 50 92 72 33 73 63 63],BufferOccupancy,sports,HEVC,phone,6
0529.csv,43.390,[17 75 56 78 82 29 27 31 38 35 35 27 52 8 52 39 50 72 33 65 33 21 50 80 35 40 35 45 54],BufferOccupancy,sports,HEVC,phone,7
0530.csv,54.605,[20 70 65 57 89 30 37 43 42 45 70 69 62 50 71 82 71 78 38 61 25 44 50 94 71 66 39 42 68],BufferOccupancy,sports,HEVC,phone,8
0531.csv,50.602,[7 69 66 50 89 50 36 45 40 75 39 66 35 16 40 86 72 74 50 57 35 36 80 71 72 4 43 41 50],BufferOccupancy,sports,HEVC,phone,9
0532.csv,65.107,[76 83 77 70 42 73 75 81 85 60 25 89 70 70 80 28 100 50 31 62 76 58 70 70 50 85 50 72 60 75 30],BufferOccupancy,sports,HEVC,uhdtv,1
0533.csv,73.395,[70 84 3 70 81 64 65 78 85 77 86 72 61 91 91 62 83 50 83 61 85 61 84 77 83 91 85 96 75 90 52],BufferOccupancy,sports,HEVC,uhdtv,2
0534.csv,73.975,[82 80 84 65 77 84 65 65 90 80 61 88 91 97 75 50 87 65 50 72 81 59 70 85 61 92 64 81 85 85 50],BufferOccupancy,sports,HEVC,uhdtv,3
0535.csv,58.801,[50 75 50 64 10 75 60 78 80 70 50 67 87 82 71 34 73 50 36 50 81 60 46 59 56 40 40 34 65 81 50],BufferOccupancy,sports,HEVC,uhdtv,4
0536.csv,75.661,[80 78 29 80 70 93 78 79 85 80 76 86 68 88 75 63 88 87 59 86 80 71 89 71 60 88 66 50 70 100 89],BufferOccupancy,sports,HEVC,uhdtv,5
0537.csv,70.104,[72 76 91 63 29 72 66 71 80 65 79 69 80 70 59 61 71 60 64 80 81 65 100 73 50 65 63 90 70 82 90],BufferOccupancy,sports,HEVC,uhdtv,6
0538.csv,47.756,[42 70 1 44 32 58 40 40 70 40 62 10 79 34 50 14 77 3 79 27 82 79 80 37 50 30 41 50 55 71 50],BufferOccupancy,sports,HEVC,uhdtv,7
0539.csv,52.071,[65 75 11 43 34 43 66 55 80 80 83 20 36 35 73 27 93 12 39 29 78 65 94 50 30 58 32 74 65 76 50],BufferOccupancy,sports,HEVC,uhdtv,8
0540.csv,55.393,[70 69 6 63 40 56 50 50 75 83 30 79 74 86 68 45 50 40 28 60 82 74 75 68 53 41 34 25 60 64 30],BufferOccupancy,sports,HEVC,uhdtv,9
0541.csv,84.865,[100 83 84 81 76 89 83 93 71 73 95 94 68 80 80 63 94 100 85 80 84 75 90 91 100 75 96 77 100 81 60 91],FastMPC,document,H264,hdtv,1
0542.csv,80.169,[90 100 76 75 99 92 97 15 65 87 68 86 100 80 65 89 97 95 92 100 73 65 89 70 95 48 94 58 98 72 56 89],FastMPC,document,H264,hdtv,2
0543.csv,69.884,[80 87 50 64 90 67 58 20 28 31 17 87 84 75 37 83 63 85 91 85 66 75 84 66 85 60 75 37 93 72 70 91],FastMPC,document,H264,hdtv,3
0544.csv,76.927,[100 100 84 78 90 98 82 27 100 66 20 62 74 80 70 83 98 75 65 73 91 70 93 41 90 70 80 74 98 69 71 95],FastMPC,document,H264,hdtv,4
0545.csv,86.633,[100 74 100 67 99 98 87 100 100 77 87 83 100 100 88 80 98 90 100 84 82 65 100 88 90 35 93 90 100 75 42 94],FastMPC,document,H264,hdtv,5
0546.csv,77.633,[90 61 69 88 81 89 69 20 90 74 74 83 94 70 70 86 95 90 92 93 61 75 71 76 95 32 92 74 99 81 67 94],FastMPC,document,H264,hdtv,6
0547.csv,41.308,[40 35 68 63 26 74 60 1 21 33 30 35 45 70 64 31 6 30 31 50 44 10 34 75 67 22 37 72 83 50 36 36],FastMPC,document,H264,hdtv,7
0548.csv,65.993,[75 37 80 89 62 71 50 100 65 67 81 94 75 70 50 39 50 70 58 60 69 45 76 75 50 25 69 75 87 65 44 78],FastMPC,document,H264,hdtv,8
0549.csv,42.828,[65 1 50 18 71 60 29 1 9 39 20 20 41 65 31 51 50 40 94 64 61 50 59 17 55 47 75 34 83 41 50 78],FastMPC,document,H264,hdtv,9
0550.csv,83.242,[96 93 93 95 100 84 68 89 61 75 65 74 69 92 94 82 92 84 79 55 74 78 92 86 93 72 70 86 80],FastMPC,document,H264,phone,1
0551.csv,71.636,[75 74 75 88 86 36 50 80 50 86 63 73 58 91 71 85 81 63 80 60 93 69 79 65 77 60 65 50 68],FastMPC,document,H264,phone,2
0552.csv,59.310,[60 56 43 91 85 14 34 75 50 85 70 39 36 43 72 75 81 33 55 63 90 57 50 55 82 38 40 73 78],FastMPC,document,H264,phone,3
0553.csv,71.740,[88 83 60 78 95 50 50 86 46 80 79 40 47 75 72 80 82 61 81 74 76 37 93 82 95 70 64 74 82],FastMPC,document,H264,phone,4
0554.csv,80.457,[99 84 100 63 87 88 80 100 76 100 89 61 62 76 72 100 80 100 82 81 77 66 84 79 96 71 63 58 70],FastMPC,document,H264,phone,5
0555.csv,75.616,[85 79 83 87 92 60 70 96 55 80 69 37 41 65 96 80 75 93 73 72 77 85 100 83 96 74 61 71 56],FastMPC,document,H264,phone,6
0556.csv,52.269,[36 59 25 84 90 68 50 68 38 65 50 50 40 31 40 60 92 40 50 88 25 27 85 68 57 52 46 61 69],FastMPC,document,H264,phone,7
0557.csv,63.602,[83 46 77 49 86 82 50 62 50 81 84 42 48 72 42 67 82 92 78 80 32 45 80 36 78 57 61 45 77],FastMPC,document,H264,phone,8
0558.csv,51.664,[31 80 46 88 80 25 32 68 43 80 46 50 6 18 36 72 83 26 58 63 58 34 85 68 50 52 33 65 29],FastMPC,document,H264,phone,9
0559.csv,87.253,[94 89 97 87 100 50 95 93 100 86 62 100 95 95 83 43 100 100 81 100 90 69 84 93 72 75 90 100 95 100 90],FastMPC,document,H264,uhdtv,1
0560.csv,78.821,[90 77 14 84 98 89 70 100 85 85 46 86 73 95 79 38 100 95 71 88 96 63 75 72 73 90 72 76 85 94 98],FastMPC,document,H264,uhdtv,2
0561.csv,64.657,[83 85 4 72 75 80 56 54 65 68 69 81 71 78 41 35 71 50 82 29 89 66 83 31 88 86 71 62 75 84 50],FastMPC,document,H264,uhdtv,3
0562.csv,81.690,[87 90 25 86 100 89 85 65 85 82 68 84 83 80 83 36 89 80 89 100 83 75 100 82 86 100 80 74 90 96 87],FastMPC,document,H264,uhdtv,4
0563.csv,85.564,[96 87 81 96 30 100 88 100 50 100 65 100 100 83 66 61 100 100 87 100 99 73 93 100 90 84 80 50 95 100 100],FastMPC,document,H264,uhdtv,5
0564.csv,88.735,[90 85 76 85 90 94 85 88 90 92 89 91 63 90 72 75 95 90 97 100 94 75 85 100 87 100 87 83 95 90 95],FastMPC,document,H264,uhdtv,6
0565.csv,42.540,[44 50 38 60 17 72 55 29 45 15 14 65 35 85 62 60 31 38 50 39 57 58 85 41 32 55 40 27 55 75 45],FastMPC,document,H264,uhdtv,7
0566.csv,67.797,[87 75 90 75 35 78 70 74 40 35 10 95 75 88 75 55 77 73 35 62 70 56 100 61 61 70 75 50 70 78 90],FastMPC,document,H264,uhdtv,8
0567.csv,56.285,[80 78 1 66 76 82 50 50 40 70 43 50 33 76 38 21 34 33 84 1 76 63 59 28 62 81 66 35 60 92 50],FastMPC,document,H264,uhdtv,9
0568.csv,79.261,[100 67 76 92 75 93 90 89 93 75 59 61 100 70 85 76 73 75 100 82 67 50 93 87 100 61 79 81 98 68 45 59],FastMPC,game,H264,hdtv,1
0569.csv,68.659,[85 100 85 73 80 84 40 18 87 63 20 80 41 70 39 86 91 50 94 71 79 55 87 74 84 30 92 37 93 21 71 90],FastMPC,game,H264,hdtv,2
0570.csv,51.322,[50 43 74 50 66 78 50 1 39 20 1 62 39 75 26 75 50 50 90 62 19 65 77 38 67 7 94 29 89 38 74 82],FastMPC,game,H264,hdtv,3
0571.csv,62.900,[85 35 75 50 97 80 50 8 49 40 32 50 40 80 35 61 66 60 78 80 61 60 72 55 85 80 80 61 95 45 46 92],FastMPC,game,H264,hdtv,4
0572.csv,81.137,[100 71 81 100 80 97 75 41 50 76 86 71 78 70 100 84 90 80 100 97 89 80 85 75 100 35 89 73 98 68 89 91],FastMPC,game,H264,hdtv,5
0573.csv,69.808,[90 64 83 72 76 96 64 9 47 79 67 23 80 90 85 63 96 90 80 96 70 40 74 74 82 13 76 81 50 72 70 98],FastMPC,game,H264,hdtv,6
0574.csv,44.936,[50 37 27 40 40 55 50 43 72 61 61 30 44 50 55 22 34 40 79 50 43 35 60 40 50 42 72 37 75 64 25 50],FastMPC,game,H264,hdtv,7
0575.csv,58.687,[85 74 50 72 71 80 73 27 84 42 32 61 40 60 45 37 22 60 80 55 70 40 60 40 70 42 66 78 84 84 60 71],FastMPC,game,H264,hdtv,8
0576.csv,44.670,[75 75 50 35 66 58 62 1 38 39 12 46 40 68 30 38 27 5 63 60 35 55 30 62 78 6 62 28 88 61 24 66],FastMPC,game,H264,hdtv,9
0577.csv,81.530,[81 80 100 80 100 73 80 78 43 93 77 73 84 64 86 87 83 88 88 66 100 83 72 87 93 68 90 55 68],FastMPC,game,H264,phone,1
0578.csv,69.918,[74 24 70 86 85 33 58 70 52 90 53 83 45 72 63 83 76 45 68 66 89 63 79 88 83 66 59 82 67],FastMPC,game,H264,phone,2
0579.csv,52.157,[18 58 24 74 83 15 65 63 47 80 64 68 23 26 33 67 82 30 34 69 89 41 50 37 78 68 35 68 56],FastMPC,game,H264,phone,3
0580.csv,58.013,[65 43 66 50 64 50 30 31 41 90 85 63 41 50 94 91 69 37 65 61 85 37 84 19 75 60 48 39 64],FastMPC,game,H264,phone,4
0581.csv,81.798,[84 96 93 72 87 88 80 83 59 95 93 87 92 79 100 100 70 84 76 71 93 100 89 86 92 63 60 66 66],FastMPC,game,H264,phone,5
0582.csv,65.095,[71 66 87 64 99 30 50 89 75 90 83 69 71 63 30 93 50 30 61 63 75 54 50 30 96 61 64 43 80],FastMPC,game,H264,phone,6
0583.csv,62.879,[13 88 71 85 99 50 50 37 50 55 70 62 62 50 71 69 62 67 63 63 97 100 90 76 39 39 49 57 72],FastMPC,game,H264,phone,7
0584.csv,67.023,[50 79 65 70 89 62 73 81 39 70 70 77 56 59 44 88 64 74 77 66 72 77 85 43 99 26 87 69 58],FastMPC,game,H264,phone,8
0585.csv,49.283,[55 16 30 50 69 38 34 66 38 80 60 60 27 38 34 83 76 60 39 40 81 16 64 31 81 50 77 73 50],FastMPC,game,H264,phone,9
0586.csv,82.343,[88 80 50 95 100 85 80 74 90 70 89 90 100 98 39 80 100 100 66 84 87 64 86 50 63 77 66 94 100 81 100],FastMPC,game,H264,uhdtv,1
0587.csv,73.236,[78 81 4 75 74 88 80 40 70 90 86 80 73 77 76 55 80 50 75 79 90 70 82 78 52 85 71 92 85 91 84],FastMPC,game,H264,uhdtv,2
0588.csv,64.330,[78 76 7 75 60 85 66 54 50 76 80 73 81 50 71 45 77 40 87 1 83 59 91 20 76 81 50 50 60 85 26],FastMPC,game,H264,uhdtv,3
0589.csv,69.270,[47 76 41 80 85 77 50 64 75 77 68 90 25 82 55 39 63 60 22 74 82 79 77 61 65 68 89 77 85 72 85],FastMPC,game,H264,uhdtv,4
0590.csv,86.576,[92 83 50 90 85 96 92 90 90 100 86 100 79 89 86 69 96 83 74 100 87 77 100 95 96 86 72 95 85 95 72],FastMPC,game,H264,uhdtv,5
0591.csv,74.823,[78 84 21 88 95 86 70 75 75 80 91 90 56 90 64 50 68 50 73 90 82 61 100 45 82 86 72 90 80 81 90],FastMPC,game,H264,uhdtv,6
0592.csv,57.640,[41 72 50 60 35 41 85 67 70 47 91 30 89 50 68 42 96 90 50 89 79 73 9 15 40 65 72 28 25 72 50],FastMPC,game,H264,uhdtv,7
0593.csv,67.963,[78 82 76 86 69 81 68 45 90 79 38 70 68 72 50 40 76 60 50 70 89 59 93 80 65 37 46 81 75 92 70],FastMPC,game,H264,uhdtv,8
0594.csv,51.764,[72 50 11 75 27 65 55 19 60 25 17 74 64 83 58 70 50 39 20 76 73 62 94 31 25 77 68 30 55 82 50],FastMPC,game,H264,uhdtv,9
0595.csv,75.981,[80 65 78 93 99 84 81 62 74 97 42 73 40 50 100 69 98 70 95 77 64 60 74 71 97 28 89 58 98 66 72 99],FastMPC,movie,H264,hdtv,1
0596.csv,72.673,[90 100 87 76 86 72 62 8 69 58 56 78 61 65 64 42 95 85 94 100 33 70 100 70 86 74 92 84 95 79 45 74],FastMPC,movie,H264,hdtv,2
0597.csv,66.569,[80 85 75 45 89 79 50 1 74 32 65 85 45 80 65 81 74 80 96 86 39 60 80 73 80 1 87 78 95 33 67 88],FastMPC,movie,H264,hdtv,3
0598.csv,67.260,[90 86 78 61 50 68 66 22 59 50 70 36 75 70 35 76 84 50 76 81 40 70 42 87 85 38 81 64 97 84 68 93],FastMPC,movie,H264,hdtv,4
0599.csv,85.051,[100 97 75 78 50 85 66 97 100 77 88 90 64 65 85 75 97 100 87 86 85 85 90 76 99 68 93 71 91 88 42 100],FastMPC,movie,H264,hdtv,5
0600.csv,83.672,[100 70 97 68 82 92 89 100 96 97 55 81 35 65 85 29 89 80 100 100 60 80 91 79 100 82 93 50 100 65 76 97],FastMPC,movie,H264,hdtv,6
0601.csv,65.205,[85 36 63 68 50 77 50 84 62 73 71 82 76 75 70 46 87 35 12 62 76 40 63 75 58 18 72 59 78 72 67 72],FastMPC,movie,H264,hdtv,7
0602.csv,70.722,[95 68 100 74 50 78 59 22 75 62 65 84 61 65 50 61 92 70 67 77 76 65 86 74 70 26 82 40 84 69 68 81],FastMPC,movie,H264,hdtv,8
0603.csv,56.523,[70 34 75 44 86 73 69 25 50 30 55 27 80 60 40 35 35 65 47 92 45 65 74 42 85 12 70 41 90 50 57 81],FastMPC,movie,H264,hdtv,9
0604.csv,60.375,[45 74 83 62 87 35 40 87 41 75 67 72 44 42 67 76 76 46 58 65 85 68 60 78 73 20 44 57 60],FastMPC,movie,H264,phone,1
0605.csv,63.041,[42 47 78 82 86 22 77 81 43 79 76 76 48 50 61 85 73 44 70 30 93 70 82 65 71 67 43 51 50],FastMPC,movie,H264,phone,2
0606.csv,56.051,[76 74 45 43 73 50 23 64 46 75 80 44 50 68 39 87 72 31 55 81 77 34 74 31 72 60 30 58 50],FastMPC,movie,H264,phone,3
0607.csv,68.325,[84 81 77 75 98 54 35 87 57 85 80 58 60 40 58 95 75 36 67 65 79 20 87 69 100 70 57 30 67],FastMPC,movie,H264,phone,4
0608.csv,80.145,[77 87 98 95 100 87 54 86 74 95 71 73 80 79 89 100 86 92 87 75 82 100 14 91 99 75 69 62 50],FastMPC,movie,H264,phone,5
0609.csv,82.433,[93 99 100 70 85 92 65 86 62 90 91 66 96 91 75 100 86 95 91 67 78 34 82 50 94 78 92 75 100],FastMPC,movie,H264,phone,6
0610.csv,68.852,[15 69 87 80 90 57 78 71 47 85 71 57 77 65 70 80 76 68 68 68 76 77 93 50 73 68 59 59 64],FastMPC,movie,H264,phone,7
0611.csv,71.887,[60 79 87 74 92 43 50 74 71 80 70 59 62 59 62 92 65 49 74 79 87 74 99 89 91 70 82 60 71],FastMPC,movie,H264,phone,8
0612.csv,49.774,[61 44 54 33 50 30 10 71 35 87 65 45 33 34 41 83 74 76 40 62 34 39 50 11 69 63 41 63 75],FastMPC,movie,H264,phone,9
0613.csv,86.283,[100 78 84 90 100 100 100 100 100 95 91 96 34 90 81 92 94 100 80 100 91 31 72 100 74 90 63 62 95 100 100],FastMPC,movie,H264,uhdtv,1
0614.csv,76.440,[88 75 10 81 90 85 78 81 80 92 96 85 79 73 39 61 85 66 86 86 85 83 89 71 76 71 62 81 85 92 79],FastMPC,movie,H264,uhdtv,2
0615.csv,67.873,[82 67 58 81 65 70 66 28 75 35 63 88 39 80 75 24 87 40 50 73 70 64 74 65 76 85 82 90 80 70 60],FastMPC,movie,H264,uhdtv,3
0616.csv,77.237,[90 83 100 88 98 100 55 53 70 80 95 81 36 96 61 49 59 60 74 78 74 94 100 79 72 70 70 80 75 72 90],FastMPC,movie,H264,uhdtv,4
0617.csv,85.763,[91 90 100 90 72 100 100 85 90 90 68 100 72 85 95 96 88 84 72 75 82 81 86 92 82 77 73 79 100 100 67],FastMPC,movie,H264,uhdtv,5
0618.csv,89.842,[95 90 100 91 100 88 90 98 100 90 92 90 84 86 67 94 89 100 70 100 91 81 79 100 88 93 63 100 100 92 86],FastMPC,movie,H264,uhdtv,6
0619.csv,64.972,[56 68 100 81 58 71 75 67 80 62 41 54 78 90 60 41 87 63 65 61 85 72 74 42 71 70 50 50 65 73 81],FastMPC,movie,H264,uhdtv,7
0620.csv,74.856,[80 75 50 81 70 87 70 74 90 80 13 79 80 81 69 67 91 95 74 76 79 64 77 80 100 62 65 50 80 100 100],FastMPC,movie,H264,uhdtv,8
0621.csv,65.570,[85 63 57 83 15 34 60 57 70 60 38 76 67 84 74 68 43 70 8 55 80 68 77 75 73 45 69 50 75 91 90],FastMPC,movie,H264,uhdtv,9
0622.csv,88.947,[100 91 88 100 97 89 85 100 80 79 95 81 100 85 100 78 100 100 96 91 84 85 100 76 100 87 90 69 100 38 79 96],FastMPC,nature,H264,hdtv,1
0623.csv,79.543,[95 100 84 60 85 81 84 31 73 87 79 70 100 100 73 85 94 90 91 100 59 90 88 85 90 9 84 72 99 59 66 81],FastMPC,nature,H264,hdtv,2
0624.csv,70.636,[85 38 77 71 96 62 57 16 50 39 74 50 75 85 45 60 86 80 65 93 42 60 79 62 90 11 90 83 95 71 80 93],FastMPC,nature,H264,hdtv,3
0625.csv,72.005,[100 32 88 72 98 74 60 30 71 68 74 75 67 80 40 63 94 50 78 100 61 80 84 83 89 15 79 36 92 77 63 93],FastMPC,nature,H264,hdtv,4
0626.csv,81.796,[100 97 78 63 96 86 92 82 84 78 72 92 60 70 91 82 100 70 93 75 69 85 96 60 100 22 86 84 98 80 82 98],FastMPC,nature,H264,hdtv,5
0627.csv,89.242,[100 100 72 75 91 97 94 100 80 84 87 71 100 80 85 76 100 80 90 100 85 95 94 80 100 93 96 85 100 78 58 95],FastMPC,nature,H264,hdtv,6
0628.csv,60.806,[75 36 45 87 70 87 66 93 75 79 41 41 70 65 69 35 40 65 22 76 70 65 60 68 65 25 70 46 86 60 50 41],FastMPC,nature,H264,hdtv,7
0629.csv,81.072,[90 74 81 75 98 77 84 88 74 84 82 80 60 75 80 62 91 50 69 90 63 70 80 74 95 94 82 80 99 96 50 93],FastMPC,nature,H264,hdtv,8
0630.csv,58.855,[74 82 74 75 50 70 59 13 7 50 30 31 100 70 35 53 78 70 84 72 80 30 75 23 80 15 82 58 90 39 59 58],FastMPC,nature,H264,hdtv,9
0631.csv,80.985,[85 90 96 100 100 73 79 100 72 80 95 82 86 76 93 100 89 72 93 59 93 74 85 81 94 75 62 76 57],FastMPC,nature,H264,phone,1
0632.csv,70.483,[80 60 78 50 87 50 38 86 80 85 78 75 60 92 74 86 67 65 100 76 77 85 50 69 90 59 69 71 69],FastMPC,nature,H264,phone,2
0633.csv,58.619,[67 50 43 65 76 35 31 80 44 75 60 83 32 46 52 85 75 65 71 74 78 40 70 38 82 58 62 73 56],FastMPC,nature,H264,phone,3
0634.csv,66.802,[61 72 55 85 88 38 62 85 60 80 70 78 47 56 27 85 71 74 69 66 40 65 89 76 90 75 36 65 70],FastMPC,nature,H264,phone,4
0635.csv,81.129,[77 92 98 100 95 87 73 100 62 85 75 90 89 77 100 100 82 76 77 72 100 88 95 80 98 83 31 70 62],FastMPC,nature,H264,phone,5
0636.csv,84.319,[90 90 99 96 92 63 100 95 70 76 79 91 91 65 93 100 77 90 78 36 77 87 50 80 93 38 63 93 94],FastMPC,nature,H264,phone,6
0637.csv,67.994,[60 70 73 64 98 59 50 75 46 70 61 69 84 69 43 78 86 34 86 76 87 87 50 87 79 74 85 59 76],FastMPC,nature,H264,phone,7
